Purchase Via Sales Support Again,3,Unmapped Future Behaviors
Store Experience - On Floor Service,1,Unmapped Elements
Likelihood to Increase,3,Unmapped Future Behaviors
NPS,3,Unmapped Future Behaviors
Store Purchase,3,Other-Channel Purchase
Products and Services,1,Unmapped Elements
Recommend Products & Services,3,Recommend Products/Services
Site Peformance,1,Site Performance
In-Flight Team,1,Unmapped Elements
Renew,3,Subscribe/Renew
Task/ Ordering Process,1,Unmapped Elements
Blog Views,3,Unmapped Future Behaviors
Request,1,Unmapped Elements
Registry,1,Unmapped Elements
Brand Confidence Site,3,Unmapped Future Behaviors
Purchase From Catalog,3,Other-Channel Purchase
View,3,Unmapped Future Behaviors
Visit Location,3,Visit in Person
Set up Account Next Time,3,Unmapped Future Behaviors
Bill Payment,1,Unmapped Elements
Usefulness/ relevence of Content,1,Unmapped Elements
Order and Pickup,3,Unmapped Future Behaviors
Prescription Information,1,Unmapped Elements
Recommend Store,3,Recommend Store
Likelihood to Sell Online,3,Use Again
Purchase Mobile Online,3,In-Channel Purchase
Purchase Via Citi - Concierge Again,3,Call Again
Use a St. John Facility,3,Primary Resource
Client Performance,1,Unmapped Elements
Book,3,Unmapped Future Behaviors
Search Results Interface,1,Unmapped Elements
Primary Hospital Resource,3,Primary Resource
Product Inventory,1,Product Inventory
Real Estate Browsing,1,Product Browsing
Application Confidence,3,Unmapped Future Behaviors
Purchase from Distributor,3,Purchase from Partner/Distributor
Contact Customer Services,3,Contact
Campus Life,1,Unmapped Elements
Attend,3,Unmapped Future Behaviors
Resources,1,Unmapped Elements
Store Environmentent,1,Store Environment
Future Purchase Intent (Calculation),3,Future Purchase Intent (Calculated)
Social Functionality,1,Social Functionality
Take Action,3,Unmapped Future Behaviors
Likelihood to Continue Service,3,Use Again
Other future use of Avios tools,3,Use Service
Product Detail,1,Unmapped Elements
Contact Financial Professional,3,Contact
Likelihood to visit a Physician,3,Visit in Person
Social Network,3,Comm Exp on Social Network
Visit Detroit,3,Visit in Person
Use FAQs Again,3,Use Again
Request Additional Information,3,Unmapped Future Behaviors
Likelihood to Order Publications,3,In-Channel Purchase
Apply Again with Same Agency,3,Apply
Cart,1,Unmapped Elements
Product Service,1,Unmapped Elements
Recommend Purchasing,3,Recommend Products/Services
Pick-up,1,Unmapped Elements
Use Future,3,Unmapped Future Behaviors
Email Account Management,1,Unmapped Elements
Future Online Transactions,3,Unmapped Future Behaviors
Bank Products,1,Unmapped Elements
Request an Info Kit,3,Unmapped Future Behaviors
Future Use,3,Use Again
Purchase From Mobile or Tablet,3,Purchase via Mobile
Visit a Norton Healthcare Doctor,3,Visit in Person
Shipping Costs,1,Unmapped Elements
Likelihood to Use Site as Primary Resource,3,Primary Resource
Apply online for Benefits,3,Apply
Member Resources,1,Unmapped Elements
Organisation Satisfaction,3,Company/Organization/Brand Satisfaction
Rent,3,Unmapped Future Behaviors
Online,3,Unmapped Future Behaviors
Primary Resource for Online News,3,Primary Resource
Task/ Transactions,1,Tasks and Transactions
Promotion Performance,1,Unmapped Elements
Policy,1,Unmapped Elements
Use Brittany Ferries in Future,3,Use Again
Product Content,1,Content
Manage Account Mobile Site,3,Manage and Service Account
Interoperable,1,Unmapped Elements
Likelihood to Rely,3,Unmapped Future Behaviors
Create Account,3,Open Additional Accounts
Purchase ONLINE Shopping,3,In-Channel Purchase
Aesthetic,1,Unmapped Elements
Consider this to be channel of choice,3,Contact Via Channel Again
Contact Via Chat Again,3,Contact Via Channel Again
Recommend Course,3,Recommend Products/Services
Community Development,1,Unmapped Elements
Use In Store Pickup Again,3,Use Store Pick-up
Store Assistants,1,Store Employees
Seek Added Info on Ameriprise,3,Seek More Information
Return Website,3,Return
Become a Member,3,Become a Member
Services over Phone,3,Other-Channel Purchase
Primary Resource for News,3,Primary Resource
Tasks,1,Tasks and Transactions
Book Reservation Again Online,3,Make Reservation Online
Likelihood to Visit Precinct,3,Visit in Person
Setting,1,Unmapped Elements
Purchase Additional Products,3,Purchase
Public Safety,1,Unmapped Elements
IVR Prompts,1,Unmapped Elements
Educational Program Content,1,Unmapped Elements
Future Puchase Intent (Calculated),3,Future Purchase Intent (Calculated)
Recommend Collection,3,Recommend Products/Services
Use Vendor Services,3,Unmapped Future Behaviors
Coursework Prior,1,Unmapped Elements
Primary App Resource,3,Primary Resource
Travel Browsing,1,Product Browsing
Other-channel Purchase,3,Other-Channel Purchase
Stock-Related,1,Merchandise
Likelihood to Maintain,3,Do Business
Hotel Browsing,1,Product Browsing
Sending a Message,1,Unmapped Elements
Choose PNC,3,Unmapped Future Behaviors
Findability/Tools,1,Unmapped Elements
Operation,1,Unmapped Elements
Sponsored Links,1,Ads
Use Product,3,Use Product
Videos,1,Videos
Provider Browsing,1,Product Browsing
Recommendation Employer,3,Employer Recommendation
Career Opportunities,1,Unmapped Elements
Visit a Provider,3,Visit in Person
Technical Content,1,Unmapped Elements
Online Application Functionality,1,Unmapped Elements
Recommend Pickup,3,Recommend Store Pickup
Lovesac Configuration,1,Unmapped Elements
New Vehicle Online Purchase Resource,3,Primary Resource
Article/Video  Browsing,1,Information Browsing
Service Confidence,3,Unmapped Future Behaviors
Apply for a Product Online,3,Unmapped Future Behaviors
Email Appeal,1,Unmapped Elements
Sign-up for Course,3,Unmapped Future Behaviors
Search Form Interface,1,Search Interface
Web Channel Over Others,3,Use Web Channel Over Others
Likelihood to Donate,3,Donate
Return to Website,3,Return
Primary Gaming Source,3,Unmapped Future Behaviors
Purchase from Third Party,3,Purchase from Partner/Distributor
Likelihood to Submit Content,3,Interact Online
Likelihood to Attend Event,3,Unmapped Future Behaviors
